paraquestion,SQL,Header
Name the college for calgary stampers,select College where CFL Team eq Calgary Stampeders ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
Name the most pick number for the cfl team being edmonton eskimos,select MAX(Pick #) where CFL Team eq Edmonton Eskimos ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
The most pick number for the cfl team is edmonton eskimos,select MAX(Pick #) where CFL Team eq Edmonton Eskimos ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
Name the most pick number for the cfl team edmonton eskimos.,select MAX(Pick #) where CFL Team eq Edmonton Eskimos ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
How many days are associated with the production code 210?,select COUNT(Original airdate) where Production code eq 210 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
How many titles have a 211 production code?,select COUNT(Title) where Production code eq 211 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
How many seasons have a 204 production code?,select COUNT(No. in season) where Production code eq 204 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
Which title was written by Matt Wayne?,select Title where Written by eq Matt Wayne ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
What is the series episode number of the episode with the production code 303?,select No. in series where Production code eq 303 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
What is the production code for episode 15 of season 3?,select Production code where No. in season eq 15 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
Who directed episode 12 in Season 3?,select Directed by where No. in season eq 12 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Production code']"
How many tree species are listed when the total number of plant species is 258?,select Tree species where Total plant species eq 258 ,"['Central Forest Reserve', 'Size in km²', 'Total plant species', 'Tree species', 'Endemic', 'Threatened (CR,VU,EN)']"
How many species of tree are there when the total plant species is 113?,select COUNT(Tree species) where Total plant species eq 113 ,"['Central Forest Reserve', 'Size in km²', 'Total plant species', 'Tree species', 'Endemic', 'Threatened (CR,VU,EN)']"
What is the size of the Itwara central forest reserve?,select MIN(Size in km²) where Central Forest Reserve eq Itwara ,"['Central Forest Reserve', 'Size in km²', 'Total plant species', 'Tree species', 'Endemic', 'Threatened (CR,VU,EN)']"
What is the size of the Itwara Central Forest Reserve?,select MIN(Size in km²) where Central Forest Reserve eq Itwara ,"['Central Forest Reserve', 'Size in km²', 'Total plant species', 'Tree species', 'Endemic', 'Threatened (CR,VU,EN)']"
How many tree species are in the Kitechura reserve?,select Tree species where Central Forest Reserve eq Kitechura ,"['Central Forest Reserve', 'Size in km²', 'Total plant species', 'Tree species', 'Endemic', 'Threatened (CR,VU,EN)']"
How many tree species are in the Kitechura Reserve?,select Tree species where Central Forest Reserve eq Kitechura ,"['Central Forest Reserve', 'Size in km²', 'Total plant species', 'Tree species', 'Endemic', 'Threatened (CR,VU,EN)']"
What episodes have 17.93 million U.S. viewers?,select Title where U.S. viewers (millions) eq 17.93 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (millions)']"
What episodes have 20.94 million U.S. viewers?,select Title where U.S. viewers (millions) eq 20.94 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (millions)']"
In which seasons did Kate Woods direct Without A Trace?,select Season # where Directed by eq Kate Woods ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (millions)']"
Who wrote season 8?,select Written by where Season # eq 8 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'U.S. viewers (millions)']"
"When the country that produced 1,213,000 (21st) bbl/day joined Opec?","select Joined OPEC where Production ( bbl /day) eq 1,213,000 (21st) ","['Country', 'Region', 'Joined OPEC', 'Population (July 2012)', 'Area (km²)', 'Production ( bbl /day)']"
"What was the minimum surface area in square kilometers that produced 3,200,000 (12th) bbl/day?","select MIN(Area (km²)) where Production ( bbl /day) eq 3,200,000 (12th) ","['Country', 'Region', 'Joined OPEC', 'Population (July 2012)', 'Area (km²)', 'Production ( bbl /day)']"
What is the highest poplulation in the country in July 2012 with an area of 2149690 square kilometers?,select MAX(Population (July 2012)) where Area (km²) eq 2149690 ,"['Country', 'Region', 'Joined OPEC', 'Population (July 2012)', 'Area (km²)', 'Production ( bbl /day)']"
"Which regions had a production (bbl/day) of 1,213,000 (21st )?","select Region where Production ( bbl /day) eq 1,213,000 (21st) ","['Country', 'Region', 'Joined OPEC', 'Population (July 2012)', 'Area (km²)', 'Production ( bbl /day)']"
"Which country had a production (bbl/day) of 2,494,000 (10th )?","select Country where Production ( bbl /day) eq 2,494,000 (10th) ","['Country', 'Region', 'Joined OPEC', 'Population (July 2012)', 'Area (km²)', 'Production ( bbl /day)']"
What are all the approved treatments for the CD30 target?,select Approved treatment(s) where Target eq CD30 ,"['Antibody', 'Brand name', 'Approval date', 'Type', 'Target', 'Approved treatment(s)']"
What is the brand name for the antibody Brentuximab vedotin?,select Brand name where Antibody eq Brentuximab vedotin ,"['Antibody', 'Brand name', 'Approval date', 'Type', 'Target', 'Approved treatment(s)']"
How many targets are there with a date of approval 1997?,select COUNT(Target) where Approval date eq 1997 ,"['Antibody', 'Brand name', 'Approval date', 'Type', 'Target', 'Approved treatment(s)']"
What are the approved treatments when the antibody bevacizumab is used?,select Approved treatment(s) where Antibody eq Bevacizumab ,"['Antibody', 'Brand name', 'Approval date', 'Type', 'Target', 'Approved treatment(s)']"
What is the target when the approved treatment is non-Hodgkin lymphoma?,select Target where Approved treatment(s) eq non-Hodgkin lymphoma ,"['Antibody', 'Brand name', 'Approval date', 'Type', 'Target', 'Approved treatment(s)']"
What is the target date with an approval date of 2006?,select Target where Approval date eq 2006 ,"['Antibody', 'Brand name', 'Approval date', 'Type', 'Target', 'Approved treatment(s)']"
What is the urban population % when the rural population is 43 %?,"select MIN(Urban, %) where Rural, % eq 43 ","['Year (January)', 'Population (000)', 'Rural, %', 'Urban, %', 'Source']"
What is the percentage of rural population in 1979?,"select MIN(Rural, %) where Year (January) eq 1979 ","['Year (January)', 'Population (000)', 'Rural, %', 'Urban, %', 'Source']"
How many percentage figures are given for the urban population when the total population is 14685?,"select COUNT(Urban, %) where Population (000) eq 14685 ","['Year (January)', 'Population (000)', 'Rural, %', 'Urban, %', 'Source']"
How many years was the urban population 57%?,"select COUNT(Source) where Urban, % eq 57 ","['Year (January)', 'Population (000)', 'Rural, %', 'Urban, %', 'Source']"
What is islam when tajik is the ethnicity?,select Islam where Ethnicity eq Tajik ,"['Ethnicity', 'Islam', 'Christianity', 'Judaism', 'Buddhism', 'Other', 'Atheism', 'n/a']"
When tajik is the ethnicity what is Islam?,select Islam where Ethnicity eq Tajik ,"['Ethnicity', 'Islam', 'Christianity', 'Judaism', 'Buddhism', 'Other', 'Atheism', 'n/a']"
How many of them had a length of 455?,select COUNT(Name) where Length (m) eq 455 ,"['Number', 'Name', 'Kilometer', 'Pavement', 'Length (m)', 'Average climb (%)']"
What is the average rise for Tenbosse?,select MIN(Average climb (%)) where Name eq Tenbosse ,"['Number', 'Name', 'Kilometer', 'Pavement', 'Length (m)', 'Average climb (%)']"
How many kilometers of 233 have?,select Number where Kilometer eq 233 ,"['Number', 'Name', 'Kilometer', 'Pavement', 'Length (m)', 'Average climb (%)']"
How many kilometers have 233 kilometers?,select Number where Kilometer eq 233 ,"['Number', 'Name', 'Kilometer', 'Pavement', 'Length (m)', 'Average climb (%)']"
How many of them have a length of 375?,select COUNT(Average climb (%)) where Length (m) eq 375 ,"['Number', 'Name', 'Kilometer', 'Pavement', 'Length (m)', 'Average climb (%)']"
What was the playoff status of the team in 2011?,select Playoffs where Year eq 2011 ,"['Year', 'Division', 'League', 'Regular Season', 'Playoffs', 'Open Cup']"
What was the league of the team in 2010?,select League where Year eq 2010 ,"['Year', 'Division', 'League', 'Regular Season', 'Playoffs', 'Open Cup']"
"What is the league name for the regular season status of 2nd, mid-atlantic?","select League where Regular Season eq 2nd, Mid Atlantic ","['Year', 'Division', 'League', 'Regular Season', 'Playoffs', 'Open Cup']"
"What is the league name for the regular season status of 2nd, midatlantic?","select League where Regular Season eq 2nd, Mid Atlantic ","['Year', 'Division', 'League', 'Regular Season', 'Playoffs', 'Open Cup']"
Who was the winning driver at the Okayama International Circuit?,select Winning Driver where Circuit eq Okayama International Circuit ,"['Round', 'Circuit', 'Date', 'Pole Position', 'Fastest Lap', 'Winning Driver', 'Winning Team']"
Who was the winner at the Okayama International Circuit?,select Winning Driver where Circuit eq Okayama International Circuit ,"['Round', 'Circuit', 'Date', 'Pole Position', 'Fastest Lap', 'Winning Driver', 'Winning Team']"
Who had the fastest lap when Tom's Racing was the winning team?,select Fastest Lap where Winning Team eq TOM'S Racing ,"['Round', 'Circuit', 'Date', 'Pole Position', 'Fastest Lap', 'Winning Driver', 'Winning Team']"
Who had the fastest lap in the race won by Team Impul at the Twin Ring Motegi Circuit?,select Fastest Lap where Winning Team eq Team Impul and Circuit eq Twin Ring Motegi ,"['Round', 'Circuit', 'Date', 'Pole Position', 'Fastest Lap', 'Winning Driver', 'Winning Team']"
How many opponents played the team in week 13?,select COUNT(Opponents) where Game eq 13 ,"['Game', 'Date', 'Opponent', 'Result', 'Bills points', 'Opponents', 'Bills first downs', 'Record', 'Attendance']"
How many points did the opponent score on Sept 14?,select MAX(Opponents) where Date eq Sept. 14 ,"['Game', 'Date', 'Opponent', 'Result', 'Bills points', 'Opponents', 'Bills first downs', 'Record', 'Attendance']"
Which team were the bills playing where their first down was 23?,select Opponent where Bills first downs eq 23 ,"['Game', 'Date', 'Opponent', 'Result', 'Bills points', 'Opponents', 'Bills first downs', 'Record', 'Attendance']"
Was the record for the game on Sept. 14?,select Record where Date eq Sept. 14 ,"['Game', 'Date', 'Opponent', 'Result', 'Bills points', 'Opponents', 'Bills first downs', 'Record', 'Attendance']"
What is the largest gore hundred when 12743 is the spelthorne?,select MAX(Gore Hundred) where Spelthorne Hundred eq 12743 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
"When 12743 is the spelthorne, what is the largest gore hundred?",select MAX(Gore Hundred) where Spelthorne Hundred eq 12743 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
What is the finsbury division when 1546 is inns of court and chancery?,select Finsbury Division where Inns of Court and Chancery eq 1546 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
What is the lowest year overall?,select MIN(Year) where ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
What is the lowest year in total?,select MIN(Year) where ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
"When 70489 is without walls, what are the inns of court and chancery?",select Inns of Court and Chancery where Without the Walls eq 70489 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
"When 70489 is without walls, what are the inns of the court and chancery?",select Inns of Court and Chancery where Without the Walls eq 70489 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
"When 70489 is without walls, what are the Inns of Court and Chancery?",select Inns of Court and Chancery where Without the Walls eq 70489 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
What is the lowest amount without the walls when within the walls is larger than 56174.0?,select MIN(Without the Walls) where Within the Walls lt 56174.0 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
"When within the walls is larger than 56174.0, what is the lowest amount without the walls?",select MIN(Without the Walls) where Within the Walls lt 56174.0 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
"When 272966 is the tower division, what is the highest holborn division?",select MAX(Holborn Division) where Tower Division eq 272966 ,"['Year', 'Edmonton Hundred', 'Elthorne Hundred', 'Gore Hundred', 'Isleworth Hundred', 'Holborn Division', 'Finsbury Division', 'Kensington Division', 'Tower Division', 'Spelthorne Hundred', 'Within the Walls', 'Without the Walls', 'Inns of Court and Chancery', 'Westminster City and Liberty', 'Total']"
